conta;valor;descricao
50;201,81;Paelybae
45;6,31;Xicabo
87;874,34;Dufaesapyfuli
5;49,77;Xafushiqaesheseki
87;405,35;Xalavyjadulu
1;839,62;Vacaeqy
91;504,58;Femaetaeturopae
67;656,52;Tewilalexae
29;400,71;Jeshylaepaeta
16;502,77;Sipaecilakybami
71;684,51;Gilaewurugema
25;133,59;Huxybylu
29;991,95;Kaeqaeqidy
49;218,56;Guryfalofu
96;192,30;SHijamocicu
45;653,55;Sivuco
64;109,48;Tuxatelejitaeti
4;843,80;Paewaeshusifulotu
92;383,51;SHalebyxa
63;621,85;ZHawovygyqedu
2;527,42;Hubejohe
62;308,43;Mohilawy
98;749,69;SHomopasi
98;807,68;Walaepaecocaepejo
40;752,04;Lutaepuqubizhyda
60;349,06;Nonakajaela
46;750,42;Hucajeveryveqe
1;574,01;Rekezhamy
89;421,27;ZHuqygatuqae
79;0,21;Towaeruhaexaecybae
93;773,76;Naeshubuvelyqalu
45;776,51;Cuxixaere
68;153,50;Lajyjimoxaeshu
77;680,99;Xuhoqunaewygoqae
75;513,21;Wulegaelyduliku
41;377,37;Buzhenaelynuwi
15;424,65;Raewysi
94;818,56;Gezhucijo
34;64,31;Jetaeha
93;864,90;Fatewaemo
47;38,58;Sumushekesewecae
39;334,30;Kaerarycaeshyxome
99;376,09;Lugizho
71;287,97;Voshynae
18;800,86;Cocivusu
81;511,19;Paxohulawibi
33;524,65;Lavyrusaru
86;284,98;Lisaequveva
17;663,93;Xaezhybehyfigono
71;732,61;ZHushedufixovu
84;922,13;Maedyshamae
71;746,95;ZHypiwysoty
67;59,57;Xulyjoshuca
35;163,71;Baepogoke
95;986,59;Haekybahe
66;552,10;Laxaepy
14;455,02;Saxulu
21;12,92;SHaelogunaema
82;933,36;Vygufa
47;877,42;Guxyqaepy
89;172,74;Rogufe
1;56,97;Waexilu
72;118,90;Laedyxu
5;294,53;Laejuzhiqaele
70;572,35;ZHuwupalehikypae
93;59,99;SHejishoryzhypawa
33;262,76;Vetudyxazhojy
61;679,59;ZHehuboqyleby
48;114,14;Gunupari
64;175,58;Paetalae
71;433,10;Baxuredula
64;167,87;Laelegy
10;570,93;Hinaeshaeneheda
54;793,39;Qaeqaehadyrovo
92;813,48;Waehaerabadegiky
4;292,99;Narolagyqizho
10;386,83;Picoralaehyshu
58;824,27;Paebabolo
13;72,68;Syfaewaehabae
54;810,91;Gafepasaerulely
11;225,02;Vabira
31;433,73;Gycoxolovojae
29;731,30;Gywehurinaexu
20;318,85;Maehysitu
24;928,40;Bytynyshylocy
82;80,02;Sokuki
1;634,65;Magaejejyshaecumy
51;948,70;Haqene
98;561,69;Mumibituqi
73;459,83;Gocishebutu
79;365,68;Teragovoji
14;264,97;Qawupaluta
90;502,36;Jiwelu
86;898,79;ZHilavae
29;635,82;Lilipy
87;290,96;Qeqosha
96;173,07;Lycaepe
18;429,96;Baewajimixyshago
91;271,24;Solimu
10;248,56;Xushasholae
42;945,78;Pepyzhevona
63;183,66;Laegizhigijoshi
26;212,66;Laetaehulilygi
9;63,82;Tylycyshae
9;537,63;Xuropely
65;784,52;Laejaepyshagicygae
62;569,00;Daemaewygy
24;419,31;Lazhaecytoco
25;462,12;Wudynyhaeke
68;355,78;Fanowumiva
34;617,60;Bobybicytefae
81;492,34;Nyjynuginice
68;706,97;Vyroshushuragy
13;300,53;Cezhawifyfonaehi
64;235,24;Nyhufaefocaeshaeju
96;147,41;Galuna
69;886,66;Dadywaletae
84;466,59;Fejylaehy
34;785,45;Vyxode
38;279,99;Tyshaejehy
40;493,09;ZHiwiluzhysesugae
6;964,15;Vatyraku
11;672,61;Wopefovoce
16;800,23;Tyvypu
72;500,61;Qehenasyreke
77;937,07;Xulosapevae
77;449,34;Ponimelaxybu
7;316,37;Lyzhywybaetaezha
64;150,52;Faelenaenifi
85;535,55;Qeludo
73;16,86;SHulishae
5;962,09;Manitefocykae
48;98,50;Xezhybihiqori
36;261,40;Wishyzhikerexa
43;46,97;ZHaewevahu
39;597,94;ZHazhymaeremaehi
71;596,89;Pafafaebopacishe
86;530,17;Myjewydi
17;426,91;Vaefutiqaehamijy
93;616,29;Nyjapoxugaeni
22;930,86;Maeteke
10;887,47;Symolazhe
67;433,93;Maelalivo
31;454,76;Mykukufidi
52;89,74;Dopilaetyxedu
33;210,82;Lumaelu
80;848,38;Movaelojaezhi
79;698,55;Faxehalapahopae
62;790,00;Xaelyse
55;599,19;Xaezhevebo
64;747,93;Wishezhutomileko
68;890,72;Resaemanesomizhu
9;88,63;Gacomulaeko
92;401,17;Lishaexejicero
98;73,11;Luwoshizhypaba
58;391,73;Mowibujaqaduju
67;712,88;Humashy
75;883,23;SHobepeshaegipo
28;483,12;Hewadefilasaxy
12;741,90;Wolynilylyxe
41;828,46;Doluwecono
51;94,61;Calasa
96;511,67;Dyshemaqaeshokyre
16;550,24;Lejashy
37;519,40;Sizhedefedo
48;170,85;Roryxadumeqi
95;672,49;Fesice
43;512,68;Syrunosugae
7;16,31;SHusexyshaxisaeli
94;810,73;Sasalavy
55;506,86;Huqarulaejawu
4;4,21;Fuvytezhy
82;428,92;Fulijimo
37;548,50;Caetemafaenabihy
16;338,28;Garorimemetera
45;28,07;Cesaemycykezhufe
94;48,44;Leguqiqylae
2;509,68;Sopigifaegaenova
89;6,01;Lasihytixo
26;879,23;Qinyvapyca
64;567,64;Doxany
34;281,47;Jevyzhubae
63;23,36;Qalomicymotaery
23;515,88;Bubatiselezhebi
54;48,57;Lipaelaeny
62;469,90;Lenabae
58;529,59;Luroloshahylo
40;554,25;Dyvyvaetopelote
36;330,75;Hiwuxaefyla
62;168,09;Vaetaqogosiwo
66;375,80;Wyjuvumu
33;213,89;Naezhataerydili
18;971,62;ZHitaenuxy
11;642,45;Kylyzhedype
85;473,47;Sokyhaeshavirae
96;972,67;Luwijinutijone
53;201,55;Maepucu
22;116,07;Birohahe
83;340,06;SHixade
23;566,80;Faehetujashu
39;518,01;Loshocigae
58;377,03;Libyshoqe
12;270,77;Xysuquvae
62;467,30;Boqyxeshaqa
20;65,33;Rifikufipapa
22;616,58;Wejashaeshinae
49;865,92;Jitosheshe
62;677,68;Pahefae
45;696,07;Kisudu
51;535,74;Taezhodaegushyqice
92;72,49;Suvaemo
78;46,47;Vybyripaeqinabu
27;773,99;Lushilefajy
1;538,55;Vunaevaehi
71;528,10;Pyqibuwa
4;33,39;ZHysufo
3;67,91;Rezhike
82;574,38;Daevucodolijushe
17;357,65;Haxybinadagy
21;885,12;Wyjaepa
32;419,40;Biwaeme
57;858,55;SHazhofy
39;883,95;Laezhyshawenugae
5;314,31;SHaefyqycashe
36;513,72;Ryfilafekebe
91;276,05;Syhycanodaesagu
44;398,33;Rureho
66;650,24;Ketelovaexeraema
62;168,39;Desuja
22;231,22;ZHafoshuno
20;302,29;Wiqezho
42;441,44;Hahaeluvabyle
67;454,87;Paqushe
45;280,50;Huwaeta
22;399,24;Kerasupedubari
95;416,96;ZHufyshudofa
13;762,92;SHevocaeshozhe
42;852,13;SHypecuronu
24;78,25;Faxaedishymove
89;511,33;Nahutebeqaeho
12;804,12;Daeqenaemobede
98;690,86;Cuqazhimy
52;194,89;Gaejypo
59;609,51;Fuqywi
85;35,88;Dulajefysisi
17;977,34;ZHaezhequwi
90;971,90;SHashaefoce
88;697,26;Haedivy
79;35,44;Jabyrogyqa
76;650,65;Gevovunibaecyra
45;49,72;Naesicenaru
94;636,04;Sovufashozhyjihe
27;925,97;Poshezhewa
1;187,66;Kucabadae
57;882,85;Locuduku
15;264,44;Muravigifa
72;833,69;Cugoxaetishedoty
37;127,85;ZHabyhobykafoje
51;234,94;Xutihaedyla
97;231,27;Vegushani
98;224,50;Sililaelikyvae
3;896,53;Bishahonaxaeda
25;534,49;Curilocawegole
55;539,59;Xetitupigito
77;384,82;ZHeqoqaepagalesae
63;92,42;Xyfolywe
74;626,15;Rofotydevi
95;656,73;Bojaeqifumuvo
3;55,76;ZHytasalysu
85;370,58;Gejutezhaezhigo
1;73,98;Pufaefa
33;970,45;Xycubo
65;511,69;Sysaemybaenenu
46;40,67;ZHacalaebyshakae
30;229,04;ZHitaeraqypaexege
66;894,62;Rujylupu
90;400,52;Raepocaeqimaezhomu
56;531,66;Kefehizhaegewaepy
50;37,76;Cezheqivumapege
34;29,50;Kipaemoshaenaepae
73;378,74;Gylehizhujifa
59;746,51;ZHohecae
70;432,03;Qegushulaesatomu
24;696,02;Gexawi
46;888,57;Sezhaelyjaezhame
84;118,91;Lybyloshenujelae
26;767,78;Colanajafaemiju
95;242,01;Qapegekeshakupe
92;601,18;Wodiwu
96;774,83;ZHudokedaelubelu
24;740,51;Haefaerafy
30;765,77;Fynaliquxily
38;403,38;Jylexaegoka
29;752,84;ZHypahabi
5;78,94;Wirefywimi
86;68,07;Xomowoxoqa
56;890,95;Fulucemae
15;196,89;Qaedulyzhycaerawu
76;568,42;ZHaxymi
79;738,60;Caelyvymutizhi
88;801,20;Xylolujoxaehyfu
24;458,52;Toliqo
3;66,75;Logerywaqorofu
50;645,39;Naezhewo
92;706,19;Redoshana
17;822,38;Daecefalaeko
43;519,43;Haecemyzhova
94;938,73;Tedageranegaeqae
74;235,59;ZHosaery
60;745,29;Jaximewono
51;175,10;Baeshizhae
22;429,00;Rubamify
75;494,56;Julevefi
48;797,73;SHykynaefaego
64;0,32;Fiwaeshimae
72;785,63;Leboqogewikaqae
78;675,44;ZHizhexae
83;592,13;Noxaxashopira
33;644,58;Xylawaeru
36;168,11;Roralyxamoxi
93;852,36;Wowipu
98;917,64;Hozhisavu
18;641,91;Volaefyge
24;241,24;Corebo
79;286,91;Lupykaxo
48;394,98;Tusushuve
98;361,40;Wokutazhefo
52;160,81;Vozhorexuceko
64;611,33;Liralyheshy
90;769,24;Dyvawone
90;828,25;Kucufaduzhoxe
40;838,55;Buqehiso
64;129,64;Lyhuqugaevogu
33;959,69;SHyjedogiramaexae
15;800,15;Putukejimesini
67;796,65;Belizhonaenefeju
83;806,07;Tusholaeba
35;835,99;Sacukaexylebejae
53;251,43;Naepazhaekubaena
56;117,72;Xagymolifa
53;23,34;Tarycigi
56;941,48;Ledabaesyqozho
4;80,53;Fizhaeme
96;606,43;Nexyme
26;307,31;Kopexizhy
49;481,14;Pimaecufaezhuqizhy
59;845,66;Tevaewynehi
80;882,65;SHywaepaegupashae
13;769,64;SHumaehucyludamy
91;288,09;Xyfeshi
21;449,54;Lelaekaege
66;971,28;Vebenodiloly
98;303,81;Paqygaemebigumo
6;718,35;Paebakyvi
95;573,60;Liripaehi
83;349,79;Davishywu
95;54,58;Rasacyjosae
6;321,98;Taerylige
47;182,34;Gedacuwejydila
91;368,48;Kygerumy
84;974,53;Luzhymogae
17;609,91;Wysoshumila
42;556,00;SHaekytopide
88;225,20;SHetizhy
67;804,18;Digubidujuve
75;272,66;Parunulaejexe
86;473,02;Gamosetulugohy
79;996,84;Jugacofe
65;7,00;Tagysho
65;557,82;ZHirirorama
88;261,71;Qyshitylaeliky
53;654,53;Panocokyzhezhu
28;706,58;Jajejaciko
91;261,25;Miryse
79;258,52;Labaezho
12;275,79;Repetyxavave
23;814,81;Tabelewaelu
42;895,15;Byxiwawe
95;149,10;Dazhogefipiqevo
9;531,97;Lyhaeqomywae
73;115,46;Gocoryryshe
63;965,89;Fofaegy
52;842,89;Ginycisaeli
99;438,39;Rovosaecaelaedae
36;542,15;Dyshejumesusu
96;531,28;Tyshofafitysa
93;986,72;Rebijokihiha
38;802,11;Vidagoxixola
35;957,50;Dadiry
38;195,63;Vizhisinote
29;741,28;Faevudylajaeci
10;509,34;Rafopehagosobi
8;637,38;Fiwewycupifoda
99;910,47;Bitikopasheta
66;526,61;Receqywelilovy
55;767,84;Fadafylacu
98;275,37;Hulaekyrewele
99;71,66;Rashylavy
71;362,01;Loqyqyshydaepe
79;208,45;SHenavacijudyri
56;465,60;Tevaeqaesuluwae
6;352,87;Taezhozho
40;902,19;Qaepabejae
54;305,15;Tixifytexe
23;164,15;Gaesyvy
89;401,85;Gehupefa
64;942,12;Husaedalawe
99;171,01;Menicaeshobo
46;494,45;Guhebe
41;87,84;Laxowigusuvaky
59;834,25;Lopaejipoku
27;592,52;Henele
19;376,00;Qaetusu
8;614,29;Pyfeshole
78;865,73;Kaxulafi
70;672,36;Hybupucyhu
67;615,22;Rorusyforocae
72;313,54;Tofete
97;590,01;Hiremi
34;582,62;Culopysale
45;967,86;Laliveve
95;342,19;SHogywomizhewaewi
39;334,36;SHimidaelupiqae
1;7,36;Kajeciqi
41;802,85;Tufynulo
84;424,53;Xihuci
62;546,54;Gefyshefexika
96;826,88;Kobushyvu
52;75,41;Xewaruba
32;890,50;Lyhybuwuveba
61;490,50;SHosylushifewigy
82;326,56;Ganizheryfo
58;591,47;Hoqaeshu
57;496,67;Luxygoqofynily
3;465,32;Waehywucegy
75;550,30;Qyvizhaemezhutesi
75;682,93;Laxupazhagaebu
89;223,02;SHopoli
47;546,74;Caexyloxoxaesi
85;317,51;Qakirekaqycu
64;754,24;SHodynaezhaqehae
31;482,77;Bosotaewixa
81;113,11;Nololefeta
98;709,17;Tikufaeqilaeca
32;613,78;SHubagepupe
99;8,48;Lavupezhyri
61;233,58;Xaejaexusaega
43;301,60;Naqugabupabaeco
36;738,35;Maenabyjaeripi
86;159,49;Pefoqapurifi
85;830,71;Symowae
75;808,14;Lakerujihae
54;237,75;Haelalywuzhewy
41;167,53;Nexywataenaqopae
14;652,07;Nalaeshysazho
40;571,18;Bonubynosu
94;990,10;Pesherae
35;732,77;Taevuquka
87;763,60;Foxizhilazhuwati
35;639,41;Noralu
95;554,43;Riwifaezhemuca
23;405,76;Hosiju
78;493,42;Bakivupi
79;653,88;Raegefaehejinae
28;648,13;Nyjynogelada
61;583,55;Fegalehaetofi
10;975,21;Qarisiru
12;239,29;Xaegutuce
93;93,45;Foqivibusu
91;176,43;SHaewipululalae
77;257,42;Lifejy
36;259,15;Pushafuselytae
94;121,08;Fenamonuxulyda
47;589,25;ZHamilubuzhawa
72;16,89;Bacahisivosy
50;384,77;Paemybaefydakejy
91;827,02;Mydeqeruly
23;706,37;Dodynevykae
98;902,84;Gywihezhelilusha
36;900,84;Keshynaeqashe
60;793,02;Gaebydycijy
68;230,66;Cimuvyfushimali
93;812,21;Majaecitamevy
24;540,42;Paefemi
29;263,04;Hynyhaelehaepapa
6;15,05;Fenehevalu
81;377,55;Tikuvoke
11;99,75;Bidome
90;937,55;Hesuzhuke
56;52,98;Repokutaeliro
99;636,53;Rywashaewi
74;307,65;Nujofofarori
78;279,58;Jelikashi
22;658,25;Xyzhuwekaqu
53;829,54;Kefaqe
87;116,80;Jetolakuraely
89;735,70;Hijawilesufa
22;555,64;Baesewakoda
84;742,67;Futyni
60;975,17;Totasaku
27;178,65;SHywapary
97;635,47;Telebi
23;896,94;Leshymipaecude
40;649,05;Kexilotefae
17;219,62;Cuxiqolae
94;740,10;Sekykoma
28;739,73;Dofaeby
7;102,25;Wowofivaenishaefe
52;484,17;Telareshotinore
17;268,97;Jyshanoqi
79;28,65;Vugehalashaqysy
42;979,29;Dezhuxogogi
67;154,17;Kituda
80;13,08;Tolujaduxodymo
43;709,98;Ligyka
56;329,13;Bevogeta
36;459,48;ZHesohequ
15;940,34;Luxigyxale
83;430,89;Vorurawofuky
94;691,52;Qytezhahaefatu
45;225,55;Hivaja
92;952,67;Jolinyfuluwi
41;205,72;Qiqaekenixido
1;972,34;Jineridivo
47;725,53;Cecypa
87;380,02;Jufutidogaro
46;35,50;Ficaelunuwemoro
96;620,35;Qiqaexymimagika
55;766,75;Fefupu
97;371,39;Rekipatasugaeho
25;557,72;SHofojyraepae
52;337,47;Sagenocu
37;325,42;Qaexaeva
18;893,06;Laetonalufu
79;288,52;Bowamaeroriraly
23;405,16;Tevugy
22;506,21;Lotecaejy
43;579,52;Kaegaeqokupae
80;5,98;Nytaetisheduqae
81;633,33;Tekasaecishurero
90;674,18;Somaesae
2;844,80;Jyfofaxyloxoso
94;871,39;SHofilute
75;774,21;Dyliwejyxyqe
31;143,33;Pybegawe
38;263,41;Melabaejori
9;747,39;Moduzhoxamace
66;461,97;Lakepaeqebume
22;509,28;Pomimalu
50;930,36;Lyrota
24;586,99;Cusexuhaemo
37;875,97;Wopymazhemaepa
21;585,54;Tolanena
90;706,97;SHomupawoshushe
53;460,67;Tyzhojugy
1;329,20;Tytapaejaefapene
80;998,68;Binaebufaquri
71;588,87;SHaegehe
80;55,90;Gagapae
99;931,54;Wusohiba
96;149,79;Laegaelaemaezhiwae
39;358,85;Laegyla
41;797,37;Coramuhimyke
51;470,97;Naevalashijae
53;714,55;Haezhydebaebaegu
57;867,66;Wihapycekobae
14;572,46;Qabyzhukali
88;148,72;ZHecuqokepoty
64;751,62;Canodysevaexywo
93;812,35;Lesharyvupaenyxy
43;226,10;Jaegaqy
17;320,43;Kejefizhugucywa
32;301,80;ZHemacae
1;267,69;Vugekaju
46;896,60;Faqyxosaehae
23;747,86;Gaekaecycapudamae
10;125,18;Cusixixemi
31;811,70;Naecyfaecicoxupi
41;387,24;Solicashazhu
15;536,78;Mukigaevu
28;876,89;Faenaeqaeronizhuja
9;315,51;Jufyfu
85;707,40;Sipebapuwotexy
47;786,79;Galivykugekuly
21;623,22;ZHyjusinihobode
28;32,74;Qushyzhyzhe
79;492,78;Saecyxapuwi
68;256,58;ZHugajaegalawae
14;446,70;Dejivaelodadaego
58;985,33;Kaepewumarera
94;538,41;Ruluninezhywipu
80;517,19;Patodore
55;800,84;Jupoxu
49;911,18;Geqacaepazhivu
53;343,75;Pinojo
71;18,49;Xulynu
76;426,37;Kekizhi
20;342,16;Faezhaemi
49;225,11;Caebaefeti
34;529,16;Tulypanupuxa
11;981,40;Ceshiduguriwikae
56;168,50;Humijewetole
86;156,91;Qaezhaemomive
25;970,73;Dokycipa
78;751,94;Xomamiso
27;956,11;Pilonaegyga
87;333,00;Myvujyseju
94;304,42;Cehaboceme
44;387,30;Tegilatae
34;468,05;Jorashavaezhysha
11;40,22;Panyvaejoxi
4;831,39;Gufiraeshe
86;42,37;Wymulewyhedi
84;617,50;Caremilola
63;742,32;SHotofove
55;151,07;Washyry
11;558,28;ZHujopurige
91;808,37;Baetacuju
89;480,98;ZHaenytawysazhi
28;209,57;Boxeloha
32;908,86;Nokaelezhumo
31;372,99;Hirurofaekiwaeco
92;810,14;SHogyfo
75;822,23;Togijaegydima
33;853,58;Faequfiqalyhimo
75;466,11;Qumaesaejaebizhaesi
62;590,92;Nivaefumazho
99;801,20;SHiwakiloryqajo
19;997,83;Xuvalymisesu
27;694,35;SHygehejyly
94;171,53;Qorasishavirofa
97;272,67;Maelazhalaxo
1;181,52;Qupaelo
33;226,08;Qaenuwae
41;786,19;Gywuxo
9;130,58;Bujynuqi
92;523,31;Kasubuqaegynyqa
52;813,25;Vaezhobu
90;68,45;Doraececitojae
63;438,65;Fuhefalenoro
10;16,08;Lisycagae
89;964,83;Loxodykotaetefo
23;449,81;Laejemybo
70;929,44;Sijepaesholetefu
32;441,50;Telisyxuwecofi
35;826,51;Vukyra
74;177,63;Merirexaejaefepu
19;128,28;Jifozhotuly
34;50,19;Pukylo
81;914,80;ZHocynigi
7;312,30;Xohuracidafi
75;962,67;Canyfaelaraewodo
68;530,88;Rukyzhaega
23;32,21;Mohihuhu
35;622,74;Sehodepe
82;312,49;Kaeloxeshilejaeme
39;732,39;Rifesydepaduma
3;478,23;Lavylaejypa
78;887,65;Dozhiliqinale
88;545,52;Fekuforaeqaevu
78;166,05;Caeshalu
38;893,86;SHaejolozhy
31;134,92;Gaexahymetaekaezho
18;810,77;Volasodaejaepa
88;917,43;Nolola
50;704,22;Nybaegahy
41;943,99;Velaeqa
64;154,62;SHaehegy
13;484,91;Lufuwaelu
9;295,57;Fynuladekiki
88;253,18;Dabaesaebafugi
50;653,41;Celizhebacu
57;222,74;Lajuwaetynufyxu
82;873,40;ZHaevyjovu
1;242,48;Qijyluvy
20;862,38;Hicopykuqehae
47;654,10;ZHaelule
31;460,94;ZHomofihae
86;749,23;Qalymuxyrivu
50;419,50;Lagexo
93;664,59;Hisiqumusyre
18;460,05;ZHagamyzhurure
15;912,07;Geshocilaegi
65;483,83;Qaexemymo
17;59,96;Raezhashaecaeraexe
26;612,38;Levylusani
99;545,51;Kaexunucusaebi
36;129,48;Qukari
96;34,38;Byxesepe
74;663,39;Haenary
97;987,70;Lokaebyfaega
14;691,53;Wunaxaebae
41;989,36;Saecukaebe
38;445,61;Dutililewae
27;117,34;Jaetobilaezhehexi
24;359,44;Pegykugaqu
65;983,53;Nuxigy
52;952,29;Laexure
26;946,19;Lyvamicuguhalu
43;574,29;Figozhi
59;410,10;Wobevishirebyzhi
19;474,42;Copevykumu
44;726,33;Filybe
66;100,14;SHaqiky
20;779,50;Cocepyto
93;655,65;Ducaelinakehi
20;869,52;Xybubodaecu
43;237,31;Luvuxyfuhejefae
67;999,75;Wetofaeluxuhizhae
50;37,25;Paexeliqo
51;68,22;Saladewaenazhuqu
98;902,77;Waebejosu
17;811,95;Hugexaely
73;220,80;Coleta
24;751,92;Ruvazho
36;262,71;Qaqazhyrudo
70;580,55;Jahykadudaezhaexo
30;653,48;Kovulela
97;278,73;Muhese
75;512,29;SHihelaesykysoxae
79;341,28;Lewufiquqedaesa
26;419,90;Demijosaehe
28;717,25;Danuni
58;889,78;Qikyxovaecy
78;891,94;Xoraezhucycohy
46;353,11;Qaepymoko
60;493,83;Lotaqylaneruxe
15;628,99;Foqavaeshuxecigo
45;483,08;Qyfawotejiroly
73;322,69;Lyqyry
43;852,73;Tohebohelafa
3;248,45;ZHenacedaselo
53;427,54;Juxapasalo
84;457,85;Rywuzhaesi
36;424,02;Jaelyshuxyjaeky
23;130,67;Ditivyxuhyseca
66;464,05;Kelunolyloba
37;790,49;Hozhuranaekyxaeri
6;97,65;Paezhomibu
7;170,64;Tepyzheshivaxy
23;385,64;Jewehae
58;596,26;Bagyshuqele
80;291,69;Haevivimavu
74;12,54;ZHilusuloco
78;753,32;Dafuqi
3;391,48;Qaebeshocu
12;559,56;Fuwinawy
57;686,98;Rizhyso
68;817,61;Fidaecaeqaecynyfy
4;539,44;Lujycu
39;709,54;Qaepehylifyramae
7;318,27;Kisylufamapolu
94;295,47;Lenakocae
98;504,65;Repyru
90;6,13;Xaeribizhagaebae
69;852,54;Vakuqora
69;616,84;Leryxi
32;574,71;ZHysigyshyna
3;310,35;Mobizhi
31;332,20;SHidahuqy
28;83,24;Bamaemy
75;741,12;Fubonepe
68;643,28;Saemazhuvuzhu
79;972,53;Lalajaxomofashi
95;919,84;Ciledaezhelokosa
81;358,57;Robovaesuwilixa
12;208,61;Tigyqafycydywe
83;625,55;Fyfyvae
75;962,69;Hivafihyzhae
59;552,14;Sijaeselonujani
12;720,26;Dudugujo
37;44,31;SHuhecyzhila
88;762,22;Sudydefyhefe
55;678,90;Pyhisho
45;986,65;Fygyjaelunyhifa
77;246,18;Rikahae
85;508,16;Qaeseshaebyte
8;705,89;Davacaetogusobae
11;413,08;Sozhusazhuqe
31;831,70;Litohedoxae
60;550,75;Roqybudu
53;782,83;Mulaehaexaefuhae
62;96,55;Sytodaezhaepovo
98;85,49;Talilemo
22;487,26;Sulolexibevuda
10;305,80;Jodizhe
39;264,68;Qushacalakobaelo
16;484,35;Jisylalo
59;190,40;Naelecebo
96;564,35;Kutinaefela
78;627,72;Mumaqa
50;59,48;Vawixa
35;284,80;Pylufi
45;506,46;Jaexofuwu
59;747,68;Xeromake
62;932,17;Vosashyre
44;516,11;SHukulynu
60;255,82;Tolegofypasho
54;487,86;Caejimo
29;790,25;Maetoraeqaliwuhi
53;544,38;Tykyshe
37;909,43;Gotehuraefyjizha
79;307,43;Qyjyxiwaegashu
28;752,57;Tatinicune
53;104,26;ZHaefarewe
73;243,04;Vukadu
14;480,74;Jamemigobavumae
91;925,85;Rixenelaraesalae
13;233,71;Nixapyvae
65;1,91;Daetyfashaefulaebo
81;649,48;ZHyvaeloby
42;81,56;Kynahytica
31;575,64;Kijynuru
26;97,83;Raetaqybyji
57;621,80;Kagoqyqibofu
36;160,78;Jolodoshezhiqewa
21;656,81;SHesimirojysheve
61;417,39;Tumigefaxule
11;584,70;Kaeberyshe
6;120,79;Feqavyxaeshyburo
80;146,03;Wyrileratesu
39;191,18;ZHoraeko
73;705,74;Beduxezhe
11;16,90;Rejekaxe
97;338,11;ZHywacirae
21;229,10;Cizhaepihy
38;611,25;Koqaeshoqo
41;584,53;Guqifaekaesydo
60;708,53;Dacuxigaelofy
51;283,15;Bytepafipi
52;180,42;Fowaxelifoko
71;902,52;Baveqyzhifudodi
10;791,14;Kanexae
33;612,28;Toxytakae
74;177,65;Soqaqirasho
6;628,65;Tunytenilae
88;611,32;Pigaevuzhisole
81;617,60;Kaehishamae
85;866,62;Dypylaryhimo
83;952,44;Kasheqy
13;588,90;Dekarelyniqu
36;772,60;Rijopishyke
11;106,76;Ququzhuzho
77;450,21;SHibaeko
50;523,45;Dubixykobala
47;824,60;SHaediwa
68;771,03;Kimesa
59;454,17;Sodusunu
96;159,33;Wugypuhycohufo
36;322,41;Naezhaenynaegode
82;39,27;Kunupuraefaesu
56;56,07;Lecyjilaewofizhae
9;898,95;Fyshaehinu
96;423,44;Gyhushimae
33;887,43;Laraegycoxoraexo
66;400,20;Jamaece
80;6,83;Tifyniqyca
91;376,91;Dalodike
35;56,88;Qedujezhaevotae
17;418,25;Cyhety
67;567,49;Wiputi
82;569,11;Lomurataetusho
57;315,06;Gaehowigimaruly
79;793,45;Sytetoweweshae
13;53,37;Laetamihi
78;408,98;Qaebaefy
52;493,93;Nafome
43;268,55;Hiqaejidofyre
12;46,72;Paerezhyluhaeve
76;621,55;Jupataexu
7;566,44;Dififexy
57;568,71;Kegipefy
44;821,71;Cibiqaecu
7;40,70;Kibybulaemeje
91;961,91;Vaehaelysaro
35;977,56;Xudavygoshalae
72;66,92;ZHovyxesho
58;558,01;Baqasosaedihae
84;355,04;ZHexiky
93;179,51;Xylaevy
3;646,34;Kilufaevyzhybo
85;166,43;Qexaeraelonyjebu
88;272,32;Naelazhy
29;65,11;Mupushukuqeqyvae
76;748,91;Tylarosadyshywae
31;107,98;Jypeboquwishae
27;231,93;Laedujyjaeshamaeje
47;200,12;Domaewozhaero
34;873,95;SHuwajawaqudu
65;568,09;Huditaqelireshi
52;261,18;Xijaesetikuge
94;665,46;Mamozhi
2;491,00;Jufine
21;202,88;SHishera
24;198,79;Fiqavyqosymare
56;504,02;Hopatuce
67;524,07;Cyriraxipuzholi
50;255,25;Xanozhi
22;501,47;Pofuji
28;218,39;Myfide
24;978,40;Nygaewaru
63;339,48;Ryfahosape
96;950,78;Xosilyricajae
40;499,57;Padelaenoxupae
12;10,34;Buhobyny
27;859,40;Rasypaesyxulaesa
65;789,42;Dahaehasefejole
97;339,96;Kefefe
58;908,36;Mimasho
20;229,92;Qysulobexykymo
84;243,26;Vekoma
65;803,04;Jeshapaeleqafu
53;962,41;SHajovahiwory
1;180,79;Xarazhashu
27;946,62;Kukume
35;636,27;Tulushaeshuhego
78;192,18;Xufymola
34;572,91;Hubady
19;464,59;Gizhomykoru
64;158,90;Fetyjilinizhahu
6;962,15;Kapokyjaecae
2;380,59;Lusykynoho
70;391,73;Bexoxehafe
95;735,81;Raezhygosha
9;837,30;Levyhe
29;50,74;Hujaxupupevae
48;211,43;Vaeqypo
38;700,88;Qiwyhapateto
24;229,00;Retapyjede
38;985,20;Rydebobire
7;16,69;Naseso
35;487,88;Cinaeqaemysocae
32;114,23;Vepycae
50;327,03;Roqaeda
78;562,86;Mimagewijijyro
61;981,88;Tagysufaezhopaqy
89;130,84;Tavaedyvepyqyle
