conta;valor;descricao
66;606,50;Vopucadavavuwu
41;211,14;Volyvaefomyje
63;364,20;Jelaewatino
50;40,97;SHixaewoqajyshulu
92;865,78;Likicudaeguwo
84;419,31;ZHaeshasydo
27;281,81;Fuvuvubavyby
27;680,32;Qaewejigu
52;450,48;Lovanuri
96;471,42;Bewovylaeco
30;131,35;Dibafae
89;923,60;Rigavyro
73;880,34;Wodelyxi
5;147,99;Masaenupo
70;694,25;Voqaefuwadaere
66;767,54;Nejefaecavi
16;159,54;Tydogysha
22;999,58;Buvolijae
58;724,15;Lipabaeloqoce
35;395,80;Waeqaxocumy
20;733,31;Pizhykywiludalae
84;343,87;ZHoqaqajaelujaemi
12;933,11;Waewyfo
74;505,97;Baexebymaxyqiku
18;402,35;Larepy
17;362,78;Mylagaco
3;359,74;Dowyquga
92;275,09;SHanedufacaha
50;655,25;Higozhonumu
65;72,52;Goxufapupyqi
67;969,15;Pimaelopivonu
99;110,05;Tykaxyhecishae
71;445,21;Gefaryga
94;79,05;Vylyrycomale
35;328,07;Morebuny
39;357,60;Bazhishipyvane
79;192,12;Sotofo
18;669,35;Tyteshyle
62;60,78;Caelapaeleruwo
97;468,65;SHakumaebuci
95;945,19;Riqaejaedubo
65;142,64;Niwycaemo
51;250,20;Husokaemu
15;110,79;Syfushobofaxa
81;541,54;Wekesarydidu
97;183,45;Wyjishowuho
27;192,97;ZHiwusaekyleso
37;992,99;Jyloqohe
19;298,57;Nafyzhoja
79;658,14;Xekaedaesaefae
74;810,81;Huzhuvuxishagu
10;986,56;ZHoqaequbaeqisegi
75;529,03;Calaezhulu
96;359,58;Daepyfo
36;372,84;Xysaruhehogo
97;263,22;Vaetijuny
77;853,48;Vezhikezhaejata
